0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,-0.872920770198107
0,-2.425843086093667
0,-3.9787659049034168
10,-124.33935216069217
10,-125.9120125174522
10,-128.16467484831804
10,-129.73896718025202
10,-130.6337547898292
10,-131.52887260913843
10,-132.42432063817972
10,-133.32009887695307
10,-134.89637246727938
10,-136.47297626733774
10,-138.72991031408304
20,-158.05292165960412
20,-158.89440580393415
20,-159.7358865209971
20,-160.57736470486265
20,-159.57736470486265
20,-158.57736470486265
20,-157.57736470486265
20,-156.57736470486265
20,-155.57736470486265
20,-154.57736470486265
20,-153.57736470486265
30,-237.98381658020656
30,-236.98381658020656
30,-235.98381658020656
30,-234.98381658020656
30,-236.17917566123646
30,-235.17917566123646
30,-234.17917566123646
30,-233.17917566123646
30,-232.17917566123646
30,-231.17917566123646
30,-230.17917566123646
40,-237.03002266335528
40,-236.03002266335528
40,-235.03002266335528
40,-234.03002266335528
40,-233.03002266335528
40,-232.03002266335528
40,-232.97385338443559
40,-231.97385338443559
40,-230.97385338443559
40,-229.97385338443559
40,-228.97385338443559
50,-266.12022107589286
50,-267.02690713229816
50,-267.9335851607029
50,-266.9335851607029
50,-265.9335851607029
50,-266.9111118962173
50,-265.9111118962173
50,-264.9111118962173
50,-263.9111118962173
50,-262.9111118962173
60,-312.16955383989256
60,-312.8746013877098
60,-313.5804689464275
60,-314.96687357994955
60,-317.03342919918936
60,-318.4200595853035
60,-319.8068021771614
60,-321.1936195728485
60,-322.5805117723648
60,-323.28751614067
70,-336.311096440826
70,-335.311096440826
70,-334.311096440826
70,-333.311096440826
70,-332.311096440826
70,-331.311096440826
70,-330.311096440826
70,-331.3587504437309
70,-330.3587504437309
70,-331.40640370157774
70,-330.40640370157774
80,-349.1055230626952
90,-397.29658563976403
90,-398.0866773555171
90,-397.0866773555171
90,-396.0866773555171
90,-395.0866773555171
90,-394.0866773555171
90,-393.0866773555171
90,-392.0866773555171
90,-391.0866773555171
90,-390.0866773555171
100,-377.8081103393924
110,-371.2343897054088
110,-372.45793604647037
110,-371.45793604647037
110,-372.6813145259511
110,-371.6813145259511
110,-372.90465053712245
110,-371.90465053712245
110,-370.90465053712245
110,-369.90465053712245
110,-368.90465053712245
120,-343.8983194062602
120,-342.8983194062602
120,-344.1238812783849
120,-343.1238812783849
120,-342.1238812783849
120,-341.1238812783849
120,-341.9426099339616
120,-342.7619316930067
120,-341.7619316930067
120,-342.58224195783254
130,-314.73249561508413
130,-313.73249561508413
