0,-109.79999999999997,0
10,-1514.8000000000006,0
20,-2474.700000000002,0
30,-3524.6999999999953,0
40,-4701.299999999989,1
50,-5805.899999999997,1
60,-6801.599999999996,1
70,-8338.599999999995,1
80,-9396.099999999993,3
90,-10179.199999999968,3
100,-10845.499999999973,3
110,-11288.799999999987,3
120,-12347.19999999998,3
130,-12925.199999999973,4
140,-13701.199999999966,4
150,-14330.8,4
160,-14855.00000000001,6
170,-15357.300000000016,8
180,-16037.100000000031,8
190,-16634.700000000008,8
200,-17435.699999999968,10
210,-18515.999999999967,10
220,-19089.199999999968,11
230,-19793.999999999967,11
240,-20666.09999999998,11
250,-21217.19999999999,12
260,-21723.60000000002,14
270,-22737.400000000038,16
280,-23471.50000000004,17
290,-23807.20000000002,22
300,-24324.900000000027,24
310,-24785.000000000022,26
320,-25275.500000000025,27
330,-25901.60000000001,29
340,-26493.40000000002,29
350,-27131.600000000013,30
360,-27973.400000000027,32
370,-28423.500000000044,35
380,-28789.200000000048,38
390,-29747.00000000003,38
400,-30552.000000000033,40
410,-31245.400000000038,40
420,-32037.300000000036,41
430,-32562.000000000044,45
440,-32872.900000000016,46
450,-34043.500000000044,46
460,-34801.600000000166,46
470,-35521.00000000018,47
480,-36293.70000000022,48
490,-37574.300000000236,48
500,-37963.00000000033,49
510,-38795.30000000039,51
520,-39873.10000000027,51
530,-40772.00000000041,53
540,-41683.50000000042,53
550,-42387.70000000024,53
560,-42927.50000000026,55
570,-43300.500000000226,58
580,-43992.60000000014,59
590,-44671.80000000011,63
600,-45622.00000000011,65
610,-46731.6000000001,66
620,-47398.50000000012,68
630,-47460.600000000035,74
640,-48114.60000000007,78
650,-49133.70000000002,80
660,-49482.70000000003,83
670,-50076.89999999993,86
680,-51094.59999999987,87
690,-51436.09999999986,90
700,-51946.59999999986,93
710,-52321.999999999876,94
720,-53301.09999999985,94
730,-54088.99999999974,97
740,-55212.39999999971,100
750,-55731.99999999978,102
760,-56918.99999999982,103
770,-57778.09999999991,104
780,-58509.899999999805,106
790,-59580.499999999774,106
800,-59815.49999999971,111
810,-59974.99999999971,117
820,-60712.79999999975,120
830,-61375.69999999971,121
840,-61827.599999999744,125
850,-62682.39999999971,128
860,-63454.09999999971,129
870,-64038.19999999974,131
880,-64550.599999999744,134
890,-65496.29999999978,137
